Coop,Society,Producer,ProducerID,Field ID,Field,FIELD Size,DOBProducer,FarmerGender,NationalId,PurchasingClerkCard,PhoneNumber,Hhsize,NumberChildren,HHAssessed
Nkabom,Clearwater Society,David Reyes,NKB-0027,NKB-0027-F1,Field 1,4.80,1978,Male,NID-491117227-0,,+1473957131,9,6,
Nkabom,Clearwater Society,David Reyes,NKB-0027,NKB-0027-F2,Field 2,3.67,1978,Male,,,,,,
Nkabom,Sunbright Society,David Nguyen,NKB-0028,NKB-0028-F1,Field 1,3.04,1985,Male,NID-441571929-1,,,9,2,No
Nkabom,Sunbright Society,David Nguyen,NKB-0028,NKB-0028-F2,Field 2,4.56,1985,Male,,,,,,
Nkabom,Clearwater Society,Chen Dubois,NKB-0029,NKB-0029-F1,Field 1,3.63,1993,Male,NID-403203536-3,,+1524140862,8,0,Yes
Nkabom,Silverstone Society,Priya Kim,NKB-0030,NKB-0030-F1,Field 1,1.08,1998,Female,NID-837234453-2,,+1429356881,7,5,
Nkabom,Meadowbrook Society,Mateo Smith,NKB-0031,NKB-0031-F1,Field 1,2.09,1990,Male,NID-466360699-9,,+1483164262,5,2,Yes
Nkabom,Hillcrest Society,Mateo Haddad,NKB-0032,NKB-0032-F1,Field 1,2.25,1987,Male,,,,7,6,
Nkabom,Hillcrest Society,Mateo Haddad,NKB-0032,NKB-0032-F2,Field 2,2.67,1987,Male,,,,,,
Nkabom,Silverstone Society,Sofia Reyes,NKB-0033,NKB-0033-F1,Field 1,4.44,1992,Female,NID-639981939-0,,+1958708178,1,5,No
Nkabom,Silverstone Society,Sofia Reyes,NKB-0033,NKB-0033-F2,Field 2,3.04,1992,Female,,,,,,
Nkabom,Sunbright Society,Liam Dubois,NKB-0034,NKB-0034-F1,Field 1,2.51,1993,Male,,,+1058553943,4,0,Yes
Nkabom,Sunbright Society,Liam Dubois,NKB-0034,NKB-0034-F2,Field 2,4.28,1993,Male,,,,,,
Nkabom,Clearwater Society,Arjun Fischer,NKB-0035,NKB-0035-F1,Field 1,2.82,1964,Male,,,+1115776534,9,4,
Nkabom,Clearwater Society,Arjun Wang,NKB-0036,NKB-0036-F1,Field 1,1.32,1968,Male,,,,2,2,
Nkabom,Meadowbrook Society,Mateo Costa,NKB-0037,NKB-0037-F1,Field 1,3.63,1976,Male,,,+1114404023,9,5,Yes
Nkabom,Clearwater Society,Omar Santos,NKB-0038,NKB-0038-F1,Field 1,3.83,1967,Male,,,+1018567017,8,1,Yes
Nkabom,Meadowbrook Society,Fatima Garcia,NKB-0039,NKB-0039-F1,Field 1,2.08,1960,Female,NID-227558400-0,,+1958773385,3,2,
Nkabom,Meadowbrook Society,Fatima Garcia,NKB-0039,NKB-0039-F2,Field 2,1.27,1960,Female,,,,,,
Nkabom,Sunbright Society,Liam Nguyen,NKB-0040,NKB-0040-F1,Field 1,3.94,1971,Male,NID-722304712-8,,+1625296773,2,2,No
Nkabom,Meadowbrook Society,James Haddad,NKB-0041,NKB-0041-F1,Field 1,1.65,1982,Male,,,+1970139369,1,2,No
Nkabom,Meadowbrook Society,James Haddad,NKB-0041,NKB-0041-F2,Field 2,2.89,1982,Male,,,,,,
Nkabom,Clearwater Society,Omar Muller,NKB-0042,NKB-0042-F1,Field 1,2.34,1989,Male,,,+1138754056,7,4,Yes
Nkabom,Clearwater Society,Omar Muller,NKB-0042,NKB-0042-F2,Field 2,0.51,1989,Male,,,,,,
Nkabom,Hillcrest Society,David Nguyen,NKB-0043,NKB-0043-F1,Field 1,4.99,1979,Male,NID-498887067-8,,+1073673403,10,2,No
Nkabom,Hillcrest Society,David Nguyen,NKB-0043,NKB-0043-F2,Field 2,4.14,1979,Male,,,,,,
Nkabom,Sunbright Society,Mateo Muller,NKB-0044,NKB-0044-F1,Field 1,0.68,1987,Male,,,+1681956016,9,4,
Nkabom,Sunbright Society,Mateo Muller,NKB-0044,NKB-0044-F2,Field 2,2.36,1987,Male,,,,,,
Nkabom,Hillcrest Society,Mateo Santos,NKB-0045,NKB-0045-F1,Field 1,4.14,1997,Male,NID-597407340-4,,+1155918249,3,3,Yes
Nkabom,Hillcrest Society,Mateo Santos,NKB-0045,NKB-0045-F2,Field 2,2.19,1997,Male,,,,,,
Nkabom,Clearwater Society,Omar Nguyen,NKB-0046,NKB-0046-F1,Field 1,4.32,1986,Male,NID-144071426-5,,+1738334629,2,0,
Nkabom,Clearwater Society,Liam Silva,NKB-0047,NKB-0047-F1,Field 1,2.00,1979,Male,NID-639305721-0,,,8,1,
Nkabom,Clearwater Society,Liam Silva,NKB-0047,NKB-0047-F2,Field 2,1.58,1979,Male,,,,,,
Nkabom,Meadowbrook Society,Arjun Silva,NKB-0048,NKB-0048-F1,Field 1,4.51,1998,Male,NID-324820490-2,,,2,1,
Nkabom,Meadowbrook Society,Priya Andersson,NKB-0049,NKB-0049-F1,Field 1,3.59,1962,Female,,,+1511668341,3,3,
Nkabom,Meadowbrook Society,Priya Andersson,NKB-0049,NKB-0049-F2,Field 2,3.50,1962,Female,,,,,,
Nkabom,Hillcrest Society,David Kim,NKB-0050,NKB-0050-F1,Field 1,2.36,1966,Male,NID-237223243-0,,+1722776589,5,5,
Nkabom,Sunbright Society,Omar Larsen,NKB-0051,NKB-0051-F1,Field 1,2.74,1973,Male,NID-651268849-5,,,7,6,No
Nkabom,Sunbright Society,Omar Larsen,NKB-0051,NKB-0051-F2,Field 2,3.91,1973,Male,,,,,,
Nkabom,Clearwater Society,Fatima Andersson,NKB-0052,NKB-0052-F1,Field 1,0.85,1991,Female,NID-812840128-0,,+1271262179,8,2,Yes
Nkabom,Clearwater Society,Fatima Andersson,NKB-0052,NKB-0052-F2,Field 2,1.54,1991,Female,,,,,,
Nkabom,Silverstone Society,James Wang,NKB-0053,NKB-0053-F1,Field 1,0.84,1977,Male,NID-553935967-5,,+1650959297,2,6,Yes
Nkabom,Clearwater Society,Mateo Smith,NKB-0054,NKB-0054-F1,Field 1,2.55,1963,Male,NID-730825243-4,,+1733548271,9,2,
Nkabom,Clearwater Society,Anna Wang,NKB-0055,NKB-0055-F1,Field 1,0.51,1960,Female,NID-917583639-3,,,5,5,
Nkabom,Clearwater Society,Anna Wang,NKB-0055,NKB-0055-F2,Field 2,3.11,1960,Female,,,,,,
Nkabom,Silverstone Society,Aisha Smith,NKB-0056,NKB-0056-F1,Field 1,4.19,1987,Female,,,+1819053854,4,3,
Nkabom,Silverstone Society,Aisha Smith,NKB-0056,NKB-0056-F2,Field 2,3.48,1987,Female,,,,,,
Nkabom,Hillcrest Society,Sofia Silva,NKB-0057,NKB-0057-F1,Field 1,3.14,1977,Female,NID-570256788-6,,+1638131465,5,1,
Nkabom,Hillcrest Society,Sofia Silva,NKB-0057,NKB-0057-F2,Field 2,1.55,1977,Female,,,,,,
Nkabom,Hillcrest Society,Noah Kim,NKB-0058,NKB-0058-F1,Field 1,2.17,1986,Male,NID-478429588-2,,,6,4,Yes
Nkabom,Silverstone Society,Daniel Andersson,NKB-0059,NKB-0059-F1,Field 1,1.41,1993,Male,,,+1175846797,7,3,Yes
Nkabom,Silverstone Society,Chen Ivanov,NKB-0060,NKB-0060-F1,Field 1,3.32,1995,Male,NID-088121959-6,,,6,6,
Nkabom,Clearwater Society,James Novak,NKB-0061,NKB-0061-F1,Field 1,3.97,1980,Male,NID-977002022-2,,,5,4,Yes
Nkabom,Clearwater Society,James Novak,NKB-0061,NKB-0061-F2,Field 2,3.02,1980,Male,,,,,,
Nkabom,Meadowbrook Society,Noah Nguyen,NKB-0062,NKB-0062-F1,Field 1,1.02,1971,Male,,,,10,2,No
Nkabom,Hillcrest Society,Omar Haddad,NKB-0063,NKB-0063-F1,Field 1,3.48,1965,Male,,,+1106247263,5,5,
Nkabom,Clearwater Society,David Reyes,NKB-0064,NKB-0064-F1,Field 1,3.51,1972,Male,NID-034539098-6,,+1142162337,9,2,No
Nkabom,Clearwater Society,David Reyes,NKB-0064,NKB-0064-F2,Field 2,1.53,1972,Male,,,,,,
Nkabom,Silverstone Society,Lucas Kim,NKB-0065,NKB-0065-F1,Field 1,1.12,1982,Male,NID-682998885-1,,+1111327769,4,1,
Nkabom,Silverstone Society,Lucas Kim,NKB-0065,NKB-0065-F2,Field 2,3.72,1982,Male,,,,,,
Nkabom,Hillcrest Society,Omar Nguyen,NKB-0066,NKB-0066-F1,Field 1,2.10,1989,Male,NID-131118777-1,,,7,0,
Nkabom,Clearwater Society,James Wang,NKB-0067,NKB-0067-F1,Field 1,4.87,1994,Male,,,+1111962584,7,4,
Nkabom,Clearwater Society,Liam Nguyen,NKB-0068,NKB-0068-F1,Field 1,4.89,1995,Male,NID-935146414-0,,+1570719738,6,4,
Nkabom,Clearwater Society,Liam Nguyen,NKB-0068,NKB-0068-F2,Field 2,2.47,1995,Male,,,,,,
Nkabom,Clearwater Society,Elena Rossi,NKB-0069,NKB-0069-F1,Field 1,1.80,1980,Female,,,,5,2,
Nkabom,Silverstone Society,Omar Garcia,NKB-0070,NKB-0070-F1,Field 1,3.73,1978,Male,,,+1895761486,8,6,
Nkabom,Hillcrest Society,Noah Garcia,NKB-0071,NKB-0071-F1,Field 1,4.83,1960,Male,NID-485312436-1,,,6,0,Yes
Nkabom,Meadowbrook Society,Omar Smith,NKB-0072,NKB-0072-F1,Field 1,2.42,1977,Male,,,+1212348714,6,4,
Nkabom,Sunbright Society,Omar Wang,NKB-0073,NKB-0073-F1,Field 1,2.32,1974,Male,NID-054415466-0,,+1493940009,3,1,
Nkabom,Sunbright Society,Omar Wang,NKB-0073,NKB-0073-F2,Field 2,1.52,1974,Male,,,,,,
Nkabom,Silverstone Society,Sofia Dubois,NKB-0074,NKB-0074-F1,Field 1,2.84,1985,Female,NID-144488621-6,,,3,6,
Nkabom,Clearwater Society,Anna Costa,NKB-0075,NKB-0075-F1,Field 1,4.97,1974,Female,,,+1031938181,10,6,Yes
Nkabom,Sunbright Society,David Larsen,NKB-0076,NKB-0076-F1,Field 1,0.64,1964,Male,,,+1755270634,5,4,No
Nkabom,Sunbright Society,David Larsen,NKB-0076,NKB-0076-F2,Field 2,3.73,1964,Male,,,,,,
Nkabom,Clearwater Society,Omar Silva,NKB-0077,NKB-0077-F1,Field 1,4.29,1979,Male,NID-759121869-3,,,7,3,
Nkabom,Clearwater Society,Omar Silva,NKB-0077,NKB-0077-F2,Field 2,1.69,1979,Male,,,,,,
Nkabom,Hillcrest Society,David Andersson,NKB-0078,NKB-0078-F1,Field 1,4.06,1970,Male,NID-584874081-0,,,8,6,Yes
Nkabom,Hillcrest Society,David Andersson,NKB-0078,NKB-0078-F2,Field 2,3.62,1970,Male,,,,,,
Nkabom,Meadowbrook Society,Omar Muller,NKB-0079,NKB-0079-F1,Field 1,1.00,1966,Male,NID-689286055-3,,+1639994815,4,5,No
Nkabom,Hillcrest Society,Arjun Patel,NKB-0080,NKB-0080-F1,Field 1,1.85,1982,Male,,,,4,6,
Nkabom,Sunbright Society,Mateo Reyes,NKB-0081,NKB-0081-F1,Field 1,2.40,2000,Male,NID-826082138-2,,+1876309925,6,1,
Nkabom,Sunbright Society,Mateo Reyes,NKB-0081,NKB-0081-F2,Field 2,1.36,2000,Male,,,,,,
Nkabom,Clearwater Society,Chen Rossi,NKB-0082,NKB-0082-F1,Field 1,1.96,1964,Male,NID-482919542-3,,+1829756758,7,3,No
Nkabom,Meadowbrook Society,Noah Silva,NKB-0083,NKB-0083-F1,Field 1,3.39,1996,Male,NID-344308059-8,,,10,5,
Nkabom,Meadowbrook Society,Noah Silva,NKB-0083,NKB-0083-F2,Field 2,3.99,1996,Male,,,,,,
Nkabom,Silverstone Society,David Nguyen,NKB-0084,NKB-0084-F1,Field 1,0.52,1999,Male,NID-335452339-7,,+1577487894,2,6,
Nkabom,Silverstone Society,David Nguyen,NKB-0084,NKB-0084-F2,Field 2,3.01,1999,Male,,,,,,
Nkabom,Meadowbrook Society,Omar Silva,NKB-0085,NKB-0085-F1,Field 1,1.33,1999,Male,NID-416408451-0,,,8,0,No
Nkabom,Meadowbrook Society,Omar Silva,NKB-0085,NKB-0085-F2,Field 2,1.33,1999,Male,,,,,,
Nkabom,Silverstone Society,Sofia Patel,NKB-0086,NKB-0086-F1,Field 1,4.82,1972,Female,NID-246511787-2,,+1266648236,5,2,
Nkabom,Silverstone Society,Sofia Patel,NKB-0086,NKB-0086-F2,Field 2,0.62,1972,Female,,,,,,
Nkabom,Clearwater Society,Chen Wang,NKB-0087,NKB-0087-F1,Field 1,1.32,1994,Male,NID-220829975-2,,,2,0,
Nkabom,Sunbright Society,Chen Dubois,NKB-0088,NKB-0088-F1,Field 1,4.36,1960,Male,NID-464663224-0,,,6,0,Yes
Nkabom,Sunbright Society,James Garcia,NKB-0089,NKB-0089-F1,Field 1,3.19,1978,Male,NID-869252065-5,,+1223111745,2,6,Yes
Nkabom,Clearwater Society,Lucas Kim,NKB-0090,NKB-0090-F1,Field 1,4.92,1995,Male,,,+1203214442,2,1,Yes
Nkabom,Meadowbrook Society,Anna Patel,NKB-0091,NKB-0091-F1,Field 1,3.70,1963,Female,,,+1863240868,2,5,
Nkabom,Meadowbrook Society,Daniel Ivanov,NKB-0092,NKB-0092-F1,Field 1,2.98,1985,Male,NID-950056947-1,,,4,4,
Nkabom,Meadowbrook Society,Daniel Ivanov,NKB-0092,NKB-0092-F2,Field 2,2.30,1985,Male,,,,,,
Nkabom,Meadowbrook Society,James Nguyen,NKB-0093,NKB-0093-F1,Field 1,3.81,1972,Male,NID-295149294-9,,+1754076074,2,0,
Nkabom,Silverstone Society,Noah Ivanov,NKB-0094,NKB-0094-F1,Field 1,2.79,1979,Male,NID-945052932-2,,,3,2,
Nkabom,Hillcrest Society,Lucas Santos,NKB-0095,NKB-0095-F1,Field 1,0.97,1962,Male,NID-757493569-9,,+1500332965,9,1,
Nkabom,Hillcrest Society,Lucas Santos,NKB-0095,NKB-0095-F2,Field 2,2.09,1962,Male,,,,,,
Nkabom,Meadowbrook Society,Lucia Nguyen,NKB-0096,NKB-0096-F1,Field 1,2.99,1961,Female,,,,4,2,Yes
Nkabom,Meadowbrook Society,Lucia Nguyen,NKB-0096,NKB-0096-F2,Field 2,2.61,1961,Female,,,,,,
Nkabom,Silverstone Society,James Wang,NKB-0097,NKB-0097-F1,Field 1,3.58,1991,Male,,,+1459915190,9,3,
Nkabom,Silverstone Society,James Wang,NKB-0097,NKB-0097-F2,Field 2,2.35,1991,Male,,,,,,
Nkabom,Sunbright Society,Omar Reyes,NKB-0098,NKB-0098-F1,Field 1,2.53,1988,Male,,,,10,1,
Nkabom,Silverstone Society,Mateo Costa,NKB-0099,NKB-0099-F1,Field 1,0.79,1960,Male,,,+1033822853,7,6,Yes
Nkabom,Meadowbrook Society,Omar Khan,NKB-0100,NKB-0100-F1,Field 1,3.65,1997,Male,NID-822490816-4,,+1437909132,7,2,
Nkabom,Silverstone Society,Mateo Muller,NKB-0101,NKB-0101-F1,Field 1,2.17,1983,Male,,,,6,4,Yes
Nkabom,Sunbright Society,David Smith,NKB-0102,NKB-0102-F1,Field 1,1.24,1991,Male,NID-541675122-4,,,3,0,Yes
Nkabom,Sunbright Society,David Smith,NKB-0102,NKB-0102-F2,Field 2,3.37,1991,Male,,,,,,
Nkabom,Silverstone Society,Noah Nguyen,NKB-0103,NKB-0103-F1,Field 1,4.78,1966,Male,NID-597761738-7,,+1093471845,7,0,
Nkabom,Silverstone Society,Noah Nguyen,NKB-0103,NKB-0103-F2,Field 2,1.09,1966,Male,,,,,,
Nkabom,Hillcrest Society,Daniel Fischer,NKB-0104,NKB-0104-F1,Field 1,4.40,1964,Male,NID-230147857-1,,+1128439974,1,6,Yes
Nkabom,Hillcrest Society,Daniel Fischer,NKB-0104,NKB-0104-F2,Field 2,1.85,1964,Male,,,,,,
Nkabom,Clearwater Society,David Nguyen,NKB-0105,NKB-0105-F1,Field 1,3.18,1992,Male,NID-554281228-6,,,7,5,
Nkabom,Clearwater Society,David Nguyen,NKB-0105,NKB-0105-F2,Field 2,1.22,1992,Male,,,,,,
Nkabom,Silverstone Society,Chen Ivanov,NKB-0106,NKB-0106-F1,Field 1,3.22,1975,Male,,,,2,5,Yes
Nkabom,Clearwater Society,Elena Larsen,NKB-0107,NKB-0107-F1,Field 1,4.49,1960,Female,,,+1683600443,8,6,
Nkabom,Clearwater Society,Elena Larsen,NKB-0107,NKB-0107-F2,Field 2,3.67,1960,Female,,,,,,
Nkabom,Meadowbrook Society,David Reyes,NKB-0108,NKB-0108-F1,Field 1,0.86,1961,Male,NID-257977345-3,,,1,1,
Nkabom,Meadowbrook Society,David Reyes,NKB-0108,NKB-0108-F2,Field 2,4.32,1961,Male,,,,,,
Nkabom,Sunbright Society,Mei Larsen,NKB-0109,NKB-0109-F1,Field 1,1.93,1965,Female,,,+1917154966,2,4,Yes
Nkabom,Clearwater Society,Daniel Smith,NKB-0110,NKB-0110-F1,Field 1,3.38,1974,Male,,,+1941607792,10,4,No
Nkabom,Clearwater Society,Daniel Smith,NKB-0110,NKB-0110-F2,Field 2,3.80,1974,Male,,,,,,
Nkabom,Hillcrest Society,Mateo Rossi,NKB-0111,NKB-0111-F1,Field 1,0.72,1995,Male,NID-481158736-2,,+1470083407,2,1,No
Nkabom,Clearwater Society,David Andersson,NKB-0112,NKB-0112-F1,Field 1,3.56,1986,Male,NID-801109791-8,,+1171562583,10,3,
Nkabom,Meadowbrook Society,Noah Dubois,NKB-0113,NKB-0113-F1,Field 1,3.98,1969,Male,,,,6,4,
Nkabom,Clearwater Society,Daniel Nguyen,NKB-0114,NKB-0114-F1,Field 1,2.48,1995,Male,NID-527788137-8,,+1329779006,9,5,
Nkabom,Hillcrest Society,Maria Garcia,NKB-0115,NKB-0115-F1,Field 1,4.73,1990,Female,,,,5,6,
Nkabom,Silverstone Society,Omar Smith,NKB-0116,NKB-0116-F1,Field 1,3.53,1989,Male,NID-149689805-6,,,4,3,No
Nkabom,Hillcrest Society,David Garcia,NKB-0117,NKB-0117-F1,Field 1,4.13,1961,Male,NID-688490579-2,,+1719675451,2,3,
Adwuma,Clearwater Society,Noah Novak,ADW-0001,ADW-0001-F1,Field 1,2.23,1998,Male,NID-647827124-7,,+1698864530,10,3,Yes
Adwuma,Clearwater Society,Noah Novak,ADW-0001,ADW-0001-F2,Field 2,4.84,1998,Male,,,,,,
Adwuma,Clearwater Society,Mateo Larsen,ADW-0002,ADW-0002-F1,Field 1,4.16,1998,Male,,,+1229472765,5,0,Yes
Adwuma,Clearwater Society,Mateo Larsen,ADW-0002,ADW-0002-F2,Field 2,4.67,1998,Male,,,,,,
Adwuma,Brookside Society,Lucas Rossi,ADW-0003,ADW-0003-F1,Field 1,4.56,1983,Male,NID-840107002-1,,+1956258336,6,0,Yes
Adwuma,Brookside Society,Lucas Rossi,ADW-0003,ADW-0003-F2,Field 2,2.07,1983,Male,,,,,,
Adwuma,Greenvale Society,Arjun Dubois,ADW-0004,ADW-0004-F1,Field 1,2.53,1980,Male,NID-579632235-5,,+1626462589,9,4,No
Adwuma,Clearwater Society,Mei Smith,ADW-0005,ADW-0005-F1,Field 1,4.40,1976,Female,NID-922826132-2,,+1747391394,10,1,
Adwuma,Clearwater Society,Mei Smith,ADW-0005,ADW-0005-F2,Field 2,1.33,1976,Female,,,,,,
Adwuma,Cedarwood Society,David Fischer,ADW-0006,ADW-0006-F1,Field 1,1.72,1972,Male,NID-502355377-3,,+1089361444,10,3,
Adwuma,Clearwater Society,Arjun Larsen,ADW-0007,ADW-0007-F1,Field 1,0.85,1971,Male,NID-899177324-5,,+1580683671,5,3,
Adwuma,Clearwater Society,Arjun Larsen,ADW-0007,ADW-0007-F2,Field 2,2.71,1971,Male,,,,,,
Adwuma,Greenvale Society,Arjun Garcia,ADW-0008,ADW-0008-F1,Field 1,2.63,1965,Male,NID-434609878-8,,+1863550129,3,4,
Adwuma,Clearwater Society,Noah Wang,ADW-0009,ADW-0009-F1,Field 1,0.58,1963,Male,NID-593943010-1,,+1786337723,2,1,
Adwuma,Greenvale Society,Arjun Garcia,ADW-0010,ADW-0010-F1,Field 1,2.09,1980,Male,,,,1,0,No
Adwuma,Brookside Society,Aisha Novak,ADW-0011,ADW-0011-F1,Field 1,1.98,1965,Female,NID-797694499-5,,+1206767906,8,2,
Adwuma,Brookside Society,Aisha Novak,ADW-0011,ADW-0011-F2,Field 2,1.99,1965,Female,,,,,,
Adwuma,Clearwater Society,James Dubois,ADW-0012,ADW-0012-F1,Field 1,3.83,1965,Male,,,,6,0,
Adwuma,Clearwater Society,David Garcia,ADW-0013,ADW-0013-F1,Field 1,1.27,1988,Male,NID-827060961-6,,+1401259968,3,5,Yes
Adwuma,Greenvale Society,Noah Haddad,ADW-0014,ADW-0014-F1,Field 1,1.50,1980,Male,,,+1067366740,8,1,Yes
Adwuma,Cedarwood Society,Lucia Santos,ADW-0015,ADW-0015-F1,Field 1,2.42,1974,Female,,,+1666567420,3,2,
Adwuma,Brookside Society,Mateo Rossi,ADW-0016,ADW-0016-F1,Field 1,1.58,1980,Male,NID-039146981-3,,,9,3,
Adwuma,Brookside Society,Lucia Santos,ADW-0017,ADW-0017-F1,Field 1,4.95,1965,Female,,,,10,3,Yes
Adwuma,Cedarwood Society,Anna Santos,ADW-0018,ADW-0018-F1,Field 1,1.69,1999,Female,,,+1540002003,6,4,
Adwuma,Greenvale Society,Liam Andersson,ADW-0019,ADW-0019-F1,Field 1,1.82,1989,Male,,,,8,3,Yes
Adwuma,Greenvale Society,Liam Andersson,ADW-0019,ADW-0019-F2,Field 2,2.99,1989,Male,,,,,,
Adwuma,Cedarwood Society,Arjun Ivanov,ADW-0020,ADW-0020-F1,Field 1,2.38,1987,Male,NID-743579289-9,,+1870787691,6,6,No
Adwuma,Clearwater Society,David Dubois,ADW-0021,ADW-0021-F1,Field 1,3.62,1981,Male,NID-597489037-4,,+1954625864,4,0,No
Adwuma,Clearwater Society,David Dubois,ADW-0021,ADW-0021-F2,Field 2,2.74,1981,Male,,,,,,
Adwuma,Brookside Society,James Nguyen,ADW-0022,ADW-0022-F1,Field 1,0.90,1975,Male,,,,10,2,
Adwuma,Brookside Society,James Nguyen,ADW-0022,ADW-0022-F2,Field 2,4.64,1975,Male,,,,,,
Adwuma,Silverstone Society,Fatima Silva,ADW-0023,ADW-0023-F1,Field 1,0.89,1976,Female,NID-684522942-1,,+1713178452,2,1,
Adwuma,Clearwater Society,Mei Patel,ADW-0024,ADW-0024-F1,Field 1,1.76,1973,Female,NID-753835599-8,,,7,6,Yes
Adwuma,Brookside Society,Noah Garcia,ADW-0025,ADW-0025-F1,Field 1,2.19,1986,Male,NID-599477207-1,,+1904615805,2,5,Yes
Adwuma,Brookside Society,Lucas Santos,ADW-0026,ADW-0026-F1,Field 1,2.62,1983,Male,NID-155088643-8,,+1055890117,4,4,
Adwuma,Brookside Society,Lucas Santos,ADW-0026,ADW-0026-F2,Field 2,2.98,1983,Male,,,,,,
Adwuma,Silverstone Society,Mei Khan,ADW-0027,ADW-0027-F1,Field 1,1.16,1963,Female,NID-922317940-2,,+1636167311,1,6,Yes
Adwuma,Brookside Society,Mateo Haddad,ADW-0028,ADW-0028-F1,Field 1,0.80,1989,Male,NID-465517834-0,,+1250438994,3,1,No
Adwuma,Cedarwood Society,David Muller,ADW-0029,ADW-0029-F1,Field 1,3.60,1989,Male,,,+1177927071,1,4,Yes
Adwuma,Cedarwood Society,David Muller,ADW-0029,ADW-0029-F2,Field 2,1.76,1989,Male,,,,,,
Adwuma,Greenvale Society,Mateo Haddad,ADW-0030,ADW-0030-F1,Field 1,3.74,1977,Male,,,+1661082548,1,5,
Adwuma,Greenvale Society,Lucia Garcia,ADW-0031,ADW-0031-F1,Field 1,2.67,1981,Female,NID-239942462-1,,+1320368417,5,3,
Adwuma,Greenvale Society,Lucia Garcia,ADW-0031,ADW-0031-F2,Field 2,1.50,1981,Female,,,,,,
Adwuma,Greenvale Society,James Garcia,ADW-0032,ADW-0032-F1,Field 1,1.49,1999,Male,NID-929242564-8,,,7,4,
Adwuma,Greenvale Society,James Garcia,ADW-0032,ADW-0032-F2,Field 2,2.26,1999,Male,,,,,,
Adwuma,Brookside Society,Priya Costa,ADW-0033,ADW-0033-F1,Field 1,1.52,1974,Female,NID-026255363-1,,+1723261795,6,6,Yes
Adwuma,Cedarwood Society,Maria Reyes,ADW-0034,ADW-0034-F1,Field 1,2.96,1996,Female,,,+1146057435,10,4,
Adwuma,Cedarwood Society,Maria Reyes,ADW-0034,ADW-0034-F2,Field 2,4.14,1996,Female,,,,,,
Adwuma,Greenvale Society,Chen Ivanov,ADW-0035,ADW-0035-F1,Field 1,0.95,1990,Male,NID-837334768-9,,+1313858863,4,6,Yes
Adwuma,Greenvale Society,Chen Ivanov,ADW-0035,ADW-0035-F2,Field 2,2.53,1990,Male,,,,,,
Adwuma,Greenvale Society,Omar Novak,ADW-0036,ADW-0036-F1,Field 1,2.94,1995,Male,NID-861625648-7,,+1377284150,9,5,
Adwuma,Clearwater Society,Mei Costa,ADW-0037,ADW-0037-F1,Field 1,3.64,2000,Female,,,+1835750300,1,1,
Adwuma,Silverstone Society,Arjun Patel,ADW-0038,ADW-0038-F1,Field 1,1.95,1990,Male,NID-069161078-5,,+1762761184,6,6,
Adwuma,Cedarwood Society,Lucas Dubois,ADW-0039,ADW-0039-F1,Field 1,0.60,1965,Male,,,+1579634923,4,5,Yes
Adwuma,Brookside Society,James Andersson,ADW-0040,ADW-0040-F1,Field 1,2.84,1988,Male,NID-162444180-5,,+1412930331,9,0,Yes
Adwuma,Greenvale Society,Maria Khan,ADW-0041,ADW-0041-F1,Field 1,1.52,1971,Female,NID-167687588-2,,+1768790175,4,6,
Adwuma,Brookside Society,Lucas Santos,ADW-0042,ADW-0042-F1,Field 1,1.74,1964,Male,,,+1431697270,9,5,Yes
Adwuma,Brookside Society,Lucas Santos,ADW-0042,ADW-0042-F2,Field 2,1.36,1964,Male,,,,,,
Adwuma,Silverstone Society,Sarah Rossi,ADW-0043,ADW-0043-F1,Field 1,2.78,1976,Female,NID-447699942-8,,+1644514826,4,6,
Adwuma,Clearwater Society,Daniel Wang,ADW-0044,ADW-0044-F1,Field 1,1.48,1990,Male,,,+1197310362,5,6,
Adwuma,Clearwater Society,Daniel Wang,ADW-0044,ADW-0044-F2,Field 2,3.23,1990,Male,,,,,,
Adwuma,Greenvale Society,Lucas Costa,ADW-0045,ADW-0045-F1,Field 1,2.76,1995,Male,NID-021153915-3,,,5,6,
Adwuma,Greenvale Society,Lucas Costa,ADW-0045,ADW-0045-F2,Field 2,1.16,1995,Male,,,,,,
Adwuma,Silverstone Society,David Silva,ADW-0046,ADW-0046-F1,Field 1,1.34,1983,Male,,,,9,5,
Adwuma,Brookside Society,Daniel Dubois,ADW-0047,ADW-0047-F1,Field 1,0.99,1981,Male,,,,10,5,
Adwuma,Brookside Society,Daniel Dubois,ADW-0047,ADW-0047-F2,Field 2,2.14,1981,Male,,,,,,
Adwuma,Silverstone Society,Lucas Kim,ADW-0048,ADW-0048-F1,Field 1,0.88,1976,Male,NID-086887200-0,,,1,4,Yes
Adwuma,Silverstone Society,Lucas Kim,ADW-0048,ADW-0048-F2,Field 2,0.57,1976,Male,,,,,,
Adwuma,Silverstone Society,Chen Muller,ADW-0049,ADW-0049-F1,Field 1,0.92,1963,Male,,,+1465610829,2,3,Yes
Adwuma,Clearwater Society,Sarah Khan,ADW-0050,ADW-0050-F1,Field 1,1.37,1973,Female,NID-456841876-8,,,1,0,
Adwuma,Clearwater Society,Sarah Costa,ADW-0051,ADW-0051-F1,Field 1,4.30,1966,Female,NID-075810021-4,,,3,3,
